pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_spectype,sy_dist,sy_plx,sy_snum,sy_pnum,sy_vmag,sy_gaiamag,discoverymethod,HSI,SCI,OSF,is_habitable,sy_kepmag,pl_masse,pl_cmasse,elat,pl_imppar,pl_msinie,sy_w1mag,ra,sy_pm,sy_pmra,sy_w4mag
2MASS J03590986+2009361 b,2MASS J03590986+2009361,12.283211,0.50775,9.049332515454054,366.2115375,0.072848227748645,0.0,88.81,60.0,1852.76875,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,4.1,1.50018,G,117.435,8.49183,1,1,13.23,16.9967,Imaging,1.040241727594973e-204,0.6883344090345422,0.0001110987668036885,0,14.2635,5720.911326,5720.911326,-0.37206,0.39355,5720.911326,12.222,59.7911026,14.9790197,4.95139,8.977
2MASS J04414489+2301513 b,2MASS J04414489+2301513,153939.5854560962,0.50775,9.049332515454054,366.2115375,0.1128586654575262,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,399.464519705777,5558.0,0.9525,0.3295000000000001,0.01,0.0866649999999999,4.45,0.001,1.50018,M8.5,380.299,2.600815,1,1,13.23,18.9668,Imaging,1.9950640240900476e-70,0.6883344090345422,0.0001110987668036885,0,14.2635,2383.6,2383.6,0.80236,0.39355,2383.6,11.3815,70.4371079,6.805369089953902,-1.15564,8.969
2MASS J11011926-7732383 b,2MASS J11011926-7732383,12.283211,0.50775,9.049332515454054,366.2115375,0.058408523457666,0.0,88.81,60.0,1852.76875,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,4.1,1.50018,G,380.299,2.600815,1,1,13.23,18.3299,Imaging,1.0057425315676862e-204,0.6883344090345422,0.0001110987668036885,0,14.2635,8899.195396,8899.195396,-66.5799,0.39355,8899.195396,11.218,165.3295388,6.805369089953902,-1.15564,8.634
2MASS J11550485-7919108 b,2MASS J11550485-7919108,12.283211,0.50775,9.049332515454054,366.2115375,0.0691098969577195,0.0,88.81,60.0,1852.76875,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,4.1,1.50018,G,100.862,9.88618,1,1,16.957,14.818,Imaging,1.046411045992589e-204,0.6883344090345422,0.0001110987668036885,0,14.2635,6356.56814,6356.56814,-64.57818,0.39355,6356.56814,9.89,178.7691634,41.4066261,-41.179,7.155
2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.0,0.50775,9.049332515454054,366.2115375,0.2194999981602105,0.33,88.81,33.37021813201062,612.5726196444145,123.1138497522411,2.9262803515751274,17.58,1.1095668062457578,88.22742491260546,7175.0,0.203,0.48,0.01,1.51365125,5.508,4.1,80.90441767049067,B,396.332,2.49522,2,3,12.651,12.1376,Eclipse Timing Variations,2.198675191380191e-63,0.3554690984075664,0.5818432652201944,0,12.264,603.877,603.877,65.72534,0.39355,591.160837,12.862,294.6359173,6.9650162,5.19637,9.203
2MASS J21252752-8138278 b,2MASS J21252752-8138278,12.283211,0.50775,9.049332515454054,366.2115375,0.0892204933251194,0.0,88.81,60.0,1616.0,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,4.1,1.50018,G,34.1154,29.2836,1,1,11.804,10.8133,Imaging,2.132041383086732e-163,0.6883344090345422,0.0001110987668036885,0,14.2635,3813.940884,3813.940884,-60.6492,0.39355,3813.940884,7.242,321.3662989,123.2290771,59.8428,6.953
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1644774.4591774582,0.50775,9.049332515454054,366.2115375,0.0874176542239527,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,30.25747077193296,4045.0,0.9525,0.6,0.01,0.0866649999999999,4.45,0.12,1.50018,K7 V,69.5737,14.3444,1,1,12.368,11.9484,Imaging,1.9950640240900476e-70,0.24672433345598738,0.0001110987668036885,0,14.2635,3972.875,3972.875,50.8533,0.39355,3972.875,9.058,339.1025931,69.8897974,62.8913,8.731
2MASS J22501512+2325342 b,2MASS J22501512+2325342,12.283211,0.50775,9.049332515454054,366.2115375,0.0564279945742454,0.0,88.81,60.0,1600.0,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,0.15,1.50018,M3,57.2309,17.4443,1,1,14.784,13.5759,Imaging,6.763661286494181e-161,0.6883344090345422,0.0001110987668036885,0,14.2635,9534.85221,9534.85221,28.30246,0.39355,9534.85221,9.722,342.5634097,95.1764718,70.2294,8.591
4 UMa b,4 UMa,270.27,0.50775,2.6341,366.2115375,2.258196721311476,0.453,88.81,145.361834595799,884.9738105420543,0.07974,182.3049184283237,17.58,0.026959,242.24,4415.0,1.84,1.234,-0.25,1.51365125,1.8,4.604,0.0002929401647089,K1 III,73.4603,13.5901,1,1,4.5801,4.23773,Radial Velocity,1.3631774696493663e-24,0.36942819420870254,0.5146233891652214,0,14.2635,2511.480072,2511.480072,44.02809,0.39355,2511.480072,-0.342,130.0528099,66.6571379,-61.2227,1.755
47 UMa b,47 UMa,1078.0,0.50775,2.6341,366.2115375,2.258196721311476,0.032,88.81,0.0448526077097505,196.8828735345469,0.07974,20.3452798697782,17.58,0.026959,48.4,5872.0,1.21334,1.06,0.04,0.1978,4.29541,4.1,0.836616,G1 V,13.7967,72.4528,1,3,5.03352,4.87837,Radial Velocity,0.0012522430927792674,0.751856379780052,0.6734233235517878,0,14.2635,804.08,804.08,31.06122,0.39355,804.08,11.3815,164.8647611,322.3708569,-317.642,8.969
47 UMa c,47 UMa,2391.0,0.50775,2.6341,171.621,2.258196721311476,0.098,88.81,0.0152623456790123,150.37177850207985,0.07974,26.32335723411237,17.58,0.026959,8.0,5872.0,1.21334,1.06,0.04,0.1978,4.29541,4.1,0.836616,G1 V,13.7967,72.4528,1,3,5.03352,4.87837,Radial Velocity,0.00027780008149499096,0.751856379780052,0.5215215480369311,0,14.2635,171.621,171.621,31.06122,0.39355,171.621,11.3815,164.8647611,322.3708569,-317.642,8.969
47 UMa d,47 UMa,14002.0,0.50775,2.6341,366.2115375,2.258196721311476,0.16,88.81,0.0014699762187871,83.77001478368537,0.07974,47.840563491373885,17.58,0.026959,13.8,5872.0,1.21334,1.06,0.04,0.1978,4.29541,4.1,0.836616,G,13.7967,72.4528,1,3,5.03352,4.87837,Radial Velocity,1.0755313144065258e-05,0.751856379780052,0.47158541078226696,0,14.2635,521.22,521.22,31.06122,0.39355,521.22,11.3815,164.8647611,322.3708569,-317.642,8.969
55 Cnc B b,55 Cnc B,6.7994,0.044,2.6341,3.5,2.258196721311476,0.0,88.81,4.056540899343199,361.7068924565053,0.07974,1.3830891180324083,17.58,0.026959,2.89,3757.0,0.274,0.3295000000000001,0.16,0.0078534631811284,4.86,10.0,17.821357083216498,M4.5 V,12.4773,80.1166,2,7,13.152,11.6798,Radial Velocity,0.001947263470007395,0.169503174369339,0.0001110987668036885,0,14.2635,3.5,3.5,10.35672,0.39355,3.5,11.3815,133.167908,539.8833656,-481.204,8.969
55 Cnc B c,55 Cnc B,33.747,0.13,2.6341,5.3,2.258196721311476,0.0,88.81,0.4647019633803806,210.43183705864408,0.07974,2.3234004499430334,17.58,0.026959,2.59,3757.0,0.274,0.3295000000000001,0.16,0.0078534631811284,4.86,10.0,17.821357083216498,M4.5 V,12.4773,80.1166,2,7,13.152,11.6798,Radial Velocity,0.0017303498538988702,0.169503174369339,0.0001110987668036885,0,14.2635,5.3,5.3,10.35672,0.39355,5.3,11.3815,133.167908,539.8833656,-481.204,8.969
55 Cnc e,55 Cnc,0.7365474,0.01544,1.875,7.99,6.66,0.05,83.59,2657.8322,1852.76875,0.041,1.596,3.52,0.0182,6.02,5172.0,0.943,0.905,0.35,-0.19695,4.43,10.0,1.418511,G8 V,12.5855,79.4274,2,7,5.95084,5.72973,Radial Velocity,4.309838458355521e-149,0.6932223889374204,0.5937722642334854,0,14.2635,7.99,7.8086686,10.36555,0.39,7.8,11.3815,133.1468373,539.1329986,-485.872,8.969
6 Lyn b,6 Lyn,919.86,0.50775,2.6341,366.2115375,2.258196721311476,0.042,88.81,0.2719812175888643,340.1610905884273,0.07974,73.19179857495375,17.58,0.026959,32.76,4941.0,1.84,1.32,-0.17,1.1186,3.16,4.1,0.0154387522170187,K0 IV,54.6599,18.2668,1,1,5.87307,5.60686,Radial Velocity,0.002828561369217181,0.5553850550445155,0.574827369473609,0,14.2635,597.8352336,597.8352336,34.85376,0.39355,597.8352336,11.3815,97.6960311,340.0415405,-30.4214,8.969
7 CMa b,7 CMa,735.1,0.50775,2.6341,366.2115375,2.258196721311476,0.06,90.0,0.3438142682047678,354.3093759298172,0.07974,72.35681174792546,17.58,0.026959,34.3,4826.0,1.84,1.34,0.21,1.06258,3.19,4.3,0.0163582570146416,K1 III,19.8101,50.4571,1,2,3.95,3.67853,Radial Velocity,0.002246085639471148,0.517094633959808,0.6266840731070495,0,14.2635,587.9855,587.9855,-42.32234,4.752358836485884e-15,587.9855,-0.682,99.171276,95.6229309,61.9916,1.541
7 CMa c,7 CMa,996.0,0.50775,2.6341,276.5121,2.258196721311476,0.08,90.0,0.2292311207058535,320.1622073114143,0.07974,80.05107693790775,17.58,0.026959,14.9,4826.0,1.84,1.34,0.21,1.06258,3.19,4.3,0.0163582570146416,K,19.8101,50.4571,1,2,3.95,3.67853,Radial Velocity,0.0035627183034868267,0.517094633959808,0.5888132474701012,0,14.2635,276.5121,276.5121,-42.32234,5.820152773011437e-15,276.5121,-0.682,99.171276,95.6229309,61.9916,1.541
70 Vir b,70 Vir,116.688,0.481,9.049332515454054,366.2115375,0.1118220918159052,0.3988,88.81,1.9506312645605783,480.4700739854544,5.598683980213639,14.976992459421366,17.58,0.2366153836971222,316.2,5495.0,1.84,1.09,-0.09,0.4513,3.95,7.77,0.2276460914237013,G,17.9011,55.8347,1,1,4.96808,4.76178,Radial Velocity,2.8729497738919553e-59,0.7132212378578775,0.5983493243158932,0,14.2635,2380.45,2380.45,21.3381,0.39355,2357.02728,11.3815,202.1064898,622.5685118,-235.562,8.969
75 Cet b,75 Cet,696.62,0.50775,2.6341,366.2115375,2.258196721311476,0.093,88.81,0.4689879816529823,494.2535440089608,0.07974,123.53416714533756,17.58,0.026959,36.92,4809.0,1.84,1.5575,0.1,1.51365125,2.69,4.1,0.0024206292721933,G3 III,82.9613,12.0264,2,2,5.3532,5.09343,Radial Velocity,1.1409743485761484e-05,0.511264294084894,0.6641906617849691,0,14.2635,787.896621,787.896621,-15.16759,0.39355,787.896621,2.101,38.0391598,38.5643962,-23.6193,2.988
75 Cet c,75 Cet,2051.62,0.50775,2.6341,289.8595072,2.258196721311476,0.023,88.81,0.1110640309888404,344.7884599923906,0.07974,177.04918661702558,17.58,0.026959,9.44,4809.0,1.84,1.5575,0.1,1.51365125,2.69,4.1,0.0024206292721933,G3 III,82.9613,12.0264,2,2,5.3532,5.09343,Radial Velocity,0.0026392452178832237,0.511264294084894,0.18729123786508897,0,14.2635,289.8595072,289.8595072,-15.16759,0.39355,289.8595072,2.101,38.0391598,38.5643962,-23.6193,2.988
8 UMi b,8 UMi,93.31,0.462,2.6341,366.2115375,2.258196721311476,0.062,88.81,8.0745300875171,1030.367555727225,0.07974,70.78930083511074,17.58,0.026959,56.1,4847.0,1.84,1.51,-0.03,1.51365125,2.57,1.7,0.0017234428794969,K0,162.552,6.12304,1,1,6.83295,6.55896,Radial Velocity,2.4543735508407054e-36,0.5211596314624122,0.639093346519422,0,14.2635,524.4168716,524.4168716,73.34497,0.39355,524.4168716,4.468,224.201685,13.2836055,12.7947,4.415
81 Cet b,81 Cet,1005.57,0.50775,2.6341,366.2115375,2.258196721311476,0.037,88.81,0.3976379411296968,482.0015938798229,0.07974,175.00637633279948,17.58,0.026959,58.51,4734.0,1.84,1.23,-0.11,1.51365125,2.41,4.1,0.0012311398425282,G5 III,101.26,9.84895,1,1,5.64307,5.37588,Radial Velocity,2.252391536338613e-05,0.4851532357600078,0.6251349004473291,0,14.2635,1051.058542,1051.058542,-17.84979,0.39355,1051.058542,3.313,39.4243555,60.3912853,42.0657,3.242
91 Aqr b,91 Aqr,181.4,0.50775,2.6341,366.2115375,2.258196721311476,0.027,88.81,104.92663194013392,815.716510763011,0.07974,93.11370658369304,17.58,0.026959,91.5,4665.0,1.84,1.4,-0.03,1.51365125,2.52,3.56,0.0014830954169797,K0 III,44.0304,22.6884,3,1,4.23946,3.95311,Radial Velocity,6.794256530826818e-20,0.4580081344394968,0.4957242712951609,0,14.2635,1017.0,1017.0,-4.00228,0.39355,1017.0,11.3815,348.9745031,368.7717896,368.372,8.969
AB Pic b,AB Pic,12.283211,0.50775,9.049332515454054,366.2115375,0.084119686543292,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,2.72,5558.0,0.9525,0.944,0.01,0.0866649999999999,4.45,0.03,1.50018,K2 V,50.0475,19.9521,1,1,9.13,8.8378,Imaging,1.9950640240900476e-70,0.6924316370906883,0.0001110987668036885,0,14.2635,4290.5,4290.5,-81.21165,0.39355,4290.5,6.897,94.8039208,47.297973,14.3389,6.829
AT2021ueyL b,AT2021ueyL,4168.69,0.50775,9.049332515454054,366.2115375,0.2669948251855372,0.0,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,27.22895216430703,3757.0,0.9525,0.49,0.01,0.0866649999999999,4.45,4.1,1.50018,M V,1040.0,0.9615384615384616,1,1,13.23,12.96845,Microlensing,1.9950640240900476e-70,0.169503174369339,0.0001110987668036885,0,14.2635,425.8900654,425.8900654,37.98481,0.39355,425.8900654,11.3815,324.5450417,6.805369089953902,-1.15564,8.969
AU Mic b,AU Mic,8.46308,0.0649,3.95677019,57.2094,4.4,0.00577,89.57917,21.2,600.0,0.2379,3.4927,18.79,0.0488,28.0,3757.0,0.744,0.51,0.23,-1.0381,4.404,0.0201,1.75,M1,9.7221,102.829,1,4,8.81,7.84038,Transit,3.2152897885296207e-14,0.17152106902204417,0.8462311348563006,0,14.2635,20.12,20.12,-12.82465,0.134,57.2094,11.3815,311.2911369,456.8630854,281.424,8.969
AU Mic c,AU Mic,18.85969,0.1108,2.52202066,9.6,1.22,0.00338,89.22655,7.3,459.0,0.097,4.236,32.05,0.0311,3.68,3757.0,0.744,0.51,0.23,-1.0381,4.404,0.0201,1.75,M,9.7221,102.829,1,4,8.81,7.84038,Transit,0.00014856315111687438,0.17152106902204417,0.6713549651741293,0,14.2635,9.6,9.6,-12.82465,0.3,9.59912531059698,11.3815,311.2911369,456.8630854,281.424,8.969
BD+03 2562 b,BD+03 2562,481.9,0.50775,2.6341,366.2115375,2.258196721311476,0.2,88.81,1.5976331360946745,901.0723321108876,0.07974,391.7144080865708,8.64,0.026959,155.7,4095.0,1.84,1.14,-0.71,1.51365125,1.89,5.2,4.747895033224095e-05,K,1070.63,0.903403,1,1,9.577,8.9977,Radial Velocity,9.11420600861617e-26,0.26179904615113664,0.5333377777037049,0,14.2635,2034.112,2034.112,1.56429,0.39355,2034.112,5.956,177.5647268,17.9285781,-17.5788,5.829
BD+15 2375 b,BD+15 2375,153.22,0.50775,2.6341,337.21763,2.258196721311476,0.001,88.81,4.732108410493828,808.3512316037961,0.07974,77.76742105719052,17.58,0.026959,38.3,4649.0,1.84,1.08,-0.22,1.51365125,2.61,7.41,0.0021240941468324,K,768.045,1.27327,1,1,10.41,9.9918,Radial Velocity,1.9845676929284298e-19,0.44966220911980254,0.007936405675664993,0,14.2635,337.21763,337.21763,11.99953,0.39355,337.21763,7.649,176.4820239,30.7736087,-28.4698,7.425
BD+15 2940 b,BD+15 2940,137.48,0.50775,2.6341,352.78,2.258196721311476,0.26,88.81,6.918604851284416,1104.8001929563757,0.07974,122.47565765061844,17.58,0.026959,42.7,4796.0,1.84,1.1,0.28,1.51365125,2.8,7.1,0.0004882697213273,K0,426.42,2.31689,1,1,9.01,8.7178,Radial Velocity,2.4566119912671613e-43,0.5038004955382559,0.5344472993430647,0,14.2635,352.78,352.78,35.31759,0.39355,352.78,6.527,240.09564,44.5517499,15.1368,6.377
BD+20 2457 b,BD+20 2457,379.63,0.50775,2.6341,366.2115375,2.258196721311476,0.15,88.81,1.507728894173603,1060.8154639675674,0.07974,419.05428885111655,17.58,0.026959,322.35,4137.0,1.84,1.5575,-1.0,1.51365125,1.51,4.1,3.355744630213601e-05,K2 II,1539.71,0.598497,1,2,9.743,9.22684,Radial Velocity,4.0497379611788756e-39,0.2764381051535447,0.7083372684092109,0,14.2635,6807.63,6807.63,8.58559,0.39355,6807.63,6.38,154.186782,46.8841645,-36.0773,6.191
BD+20 2457 c,BD+20 2457,621.99,0.50775,2.6341,366.2115375,2.258196721311476,0.18,88.81,0.7846340437117895,901.002123249013,0.07974,495.2963324300367,17.58,0.026959,160.03,4137.0,1.84,1.5575,-1.0,1.51365125,1.51,4.1,3.355744630213601e-05,K2 II,1539.71,0.598497,1,2,9.743,9.22684,Radial Velocity,9.223811427943474e-26,0.2764381051535447,0.6150042707443595,0,14.2635,3963.17,3963.17,8.58559,0.39355,3963.17,6.38,154.186782,46.8841645,-36.0773,6.191
BD+20 274 b,BD+20 274,578.2,0.50775,2.6341,366.2115375,2.258196721311476,0.21,88.81,1.1597633136094674,691.2830850825076,0.07974,251.3405292659393,17.58,0.026959,121.4,4296.0,1.84,0.8,-0.46,1.51365125,1.99,4.1,0.0002178566344974,K5 III,1322.51,0.722619,1,1,9.367,8.91613,Radial Velocity,6.577203891989542e-13,0.32651237012006673,0.614447695413048,0,14.2635,1334.886,1334.886,9.58745,0.39355,1334.886,6.107,25.9203179,3.7882796,0.191228,5.991
BD+37 3172 b,BD+37 3172,1887.76,0.50775,2.6341,366.2115375,2.258196721311476,0.59,88.81,0.1313446641230199,652.4558582456694,0.07974,666.2314721148452,17.58,0.026959,89.94,4500.0,1.84,1.5575,-0.03,1.51365125,1.5,4.1,4.169668110615397e-05,K,454.251,2.17277,1,1,9.162,8.84772,Radial Velocity,4.12444184827258e-11,0.3970125272770611,0.4031667236106366,0,14.2635,3368.981114,3368.981114,61.1131,0.39355,3368.981114,6.439,278.8155071,12.8423881,-1.14883,6.39
BD+42 2315 b,BD+42 2315,123.05,0.50775,2.6341,174.8056239,2.258196721311476,0.73,88.81,6.824417009602194,1141.23485268355,0.07974,132.86413541058064,17.58,0.026959,26.7,4500.0,1.84,1.38,-0.2,1.51365125,2.0,4.1,0.0003421239973992,K,610.715,1.60885,1,1,9.723,9.43036,Radial Velocity,5.252463000508656e-47,0.3970125272770611,0.25934217538042514,0,14.2635,174.8056239,174.8056239,40.13995,0.39355,174.8056239,7.07,187.5887597,23.7280299,19.6474,7.184
BD+45 564 b,BD+45 564,307.88,0.50775,2.6341,366.2115375,2.258196721311476,0.12,2.579,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,47.68,5004.0,0.9525,0.81,-0.09,0.0866649999999999,4.22,4.1,1.50018,K1,53.622,18.6205,1,1,9.67,9.41266,Radial Velocity,1.697928923410194e-16,0.5685378189312035,0.5866748145884837,0,14.2635,432.2466335,432.2466335,30.57409,0.39355,432.2466335,11.3815,32.9470485,278.1169411,278.024,8.969
BD+48 738 b,BD+48 738,392.6,0.50775,2.6341,289.2253,2.258196721311476,0.2,88.81,1.69,645.7567487113209,0.07974,141.066752168305,17.58,0.026959,31.9,4414.0,1.84,0.74,-0.2,1.51365125,2.24,4.1,0.0007839218632607,K0 III,871.493,1.12086,1,1,9.139,8.65569,Radial Velocity,8.073538323593806e-11,0.3668946609565008,0.5333377777037049,0,14.2635,289.2253,289.2253,32.03021,0.39355,289.2253,5.887,40.7102869,6.8809607,2.80708,5.746
BD+48 740 b,BD+48 740,733.0,0.50775,2.6341,366.2115375,2.258196721311476,0.76,88.81,0.5674740484429066,493.00065703681366,0.07974,145.49131255440446,17.58,0.026959,54.0,4534.0,1.84,1.09,-0.13,1.51365125,2.48,4.1,0.0013942628186973,K,666.589,1.47289,1,1,8.69,8.26449,Radial Velocity,1.2254975885500568e-05,0.41144534027316737,0.219759158077361,0,14.2635,540.311,540.311,31.4085,0.39355,540.311,5.555,40.7425426,5.2489645,-5.12477,5.479
BD+49 828 b,BD+49 828,2590.0,0.50775,2.6341,366.2115375,2.258196721311476,0.35,88.81,0.0833333333333333,293.3006622711353,0.07974,153.08962283196468,17.58,0.026959,18.8,4943.0,1.84,1.52,-0.19,1.47,2.85,2.34,0.004882271468144,K0,442.042,2.2342,1,1,9.381,9.02851,Radial Velocity,0.00407519630504966,0.5494887613622369,0.4375020432495842,0,14.2635,508.5,508.5,31.07852,0.39355,508.5,6.503,45.6406187,12.3367029,7.65456,6.363
BD+55 362 b,BD+55 362,265.59,0.50775,2.6341,228.836453,2.258196721311476,0.27,0.6012,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,25.12,5012.0,0.9525,0.909,0.18,0.0866649999999999,4.09,4.1,1.50018,K3,52.5697,18.9935,1,1,9.38,9.15305,Radial Velocity,1.697928923410194e-16,0.5709751067499507,0.5972747382615415,0,14.2635,228.836453,228.836453,42.69678,0.39355,228.836453,11.3815,23.9636676,341.3577474,264.142,8.969
BD+60 1417 b,BD+60 1417,24747808.899673432,0.50775,9.049332515454054,366.2115375,8.297042557303934,0.0,88.81,1.2886262039124714e-07,1303.0,2.851731877232985,387.6553150376327,17.58,0.1688707161479747,10.462506124496867,4993.0,0.797,1.0,0.01,0.35595,4.5539,0.1,2.7851215166196304,K0,44.9543,22.2159,1,1,9.374,9.17439,Imaging,3.354784756868595e-119,0.5651625117218159,0.0001110987668036885,0,14.2635,4767.426105,4767.426105,56.32829,0.39355,4767.426105,7.177,190.8875453,141.8849865,-126.501,7.135
BD+63 1405 b,BD+63 1405,1198.48,0.50775,9.049332515454054,366.2115375,0.0364922314178033,0.88,5.974,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,186.01,5000.0,0.9525,0.816,-0.09,0.0866649999999999,4.2,4.1,1.50018,K0,38.0473,26.2541,1,1,8.96,8.705,Radial Velocity,1.9950640240900476e-70,0.5673136239612074,0.11733334814806584,0,14.2635,3305.415433,3305.415433,87.05023,0.39355,1258.600492,6.711,271.3979337,249.4112585,-26.4761,6.67
BD-08 2823 c,BD-08 2823,237.6,0.50775,2.6341,104.0,2.258196721311476,0.19,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,13.4,4746.0,0.9525,0.74,-0.07,0.0866649999999999,4.13,4.5,1.50018,K3 V,41.3342,24.1641,1,2,9.86,9.50331,Radial Velocity,1.697928923410194e-16,0.48936801388473444,0.5496475062945305,0,14.2635,104.0,104.0,-20.28382,0.39355,104.0,11.3815,150.1971964,376.3791094,-375.517,8.969
BD-10 3166 b,BD-10 3166,3.48777,0.04,2.6341,187.5197,2.258196721311476,0.02,88.81,392.802581316383,1134.648655884862,0.07974,2.591856339155888,17.58,0.026959,60.9,5393.0,0.91,1.47,0.38,0.6284841301062128,4.69,4.1,2.750503933935886,K0 V,84.4069,11.8187,1,1,10.013,9.83981,Radial Velocity,2.48675769657767e-46,0.6727997769727533,0.490061242344707,0,14.2635,187.5197,187.5197,-15.96792,0.39355,187.5197,8.109,164.6191243,185.0255981,-184.836,7.566
BD-13 2130 b,BD-13 2130,714.29999,0.50775,2.6341,366.2115375,2.258196721311476,0.21,88.81,51.05678331655058,681.288694498059,0.07974,269.44886341214965,17.58,0.026959,137.6,4545.0,1.84,1.5575,-0.08,1.51365125,2.2,0.74,0.0004243152443788,K,925.214,1.05402,1,1,10.038,9.69971,Radial Velocity,1.9864344812772364e-12,0.4178141289539042,0.5925035267227371,0,14.2635,3108.3774,3108.3774,-34.9212,0.39355,3108.3774,7.051,114.2884692,3.8647189,-0.693761,6.983
BD-14 3065 b,BD-14 3065 A,4.2889731,0.0656,9.049332515454054,366.2115375,2.15,0.066,80.78,646.761,1852.76875,0.649,3.086,6.01,0.0843,1210.0,6935.0,1.84,1.41,-0.34,1.06,3.85,2.24,0.223,F,589.423,1.66848,3,1,11.1,10.91,Transit,9.491985523215263e-205,0.4397787038019132,0.8068669589686539,0,14.2635,3932.0,3932.0,-24.66343,0.9099,3881.20011656712,9.842,153.6696689,9.0305658,-5.60772,9.062
BD-210397 b,BD-210397,1891.0,0.50775,2.6341,214.0,2.258196721311476,0.1,88.81,0.02,95.23244883748605,0.07974,17.54438177645302,17.58,0.026959,14.0,4051.0,0.747,0.679,0.12,-0.86967,4.67,6.2,2.296820636128416,K7 V,23.7324,42.1075,1,2,9.84,9.25962,Radial Velocity,2.071572578060564e-05,0.25146767283284654,0.45001124971875706,0,14.2635,214.0,214.0,-32.36798,0.39355,214.0,11.3815,33.3024198,379.6005102,375.476,8.969
BEBOP-3 b,BEBOP-3,547.0,0.50775,2.6341,177.3482511,2.258196721311476,0.247,88.81,1.1396922201907596,263.3387171912826,0.07974,17.496501956843897,17.58,0.026959,11.8,6033.0,1.414,1.083,-0.02,1.51365125,4.203,4.1,0.5401312950400696,F,119.052,8.37084,2,1,9.259,9.1008,Radial Velocity,0.0037326375892880828,0.684372397353199,0.5636119604248422,0,14.2635,177.3482511,177.3482511,56.19813,0.39355,177.3482511,7.805,110.902655,32.3332358,-10.7175,7.724
BEBOP-4 AB b,BEBOP-4 A,1823.5,0.50775,9.049332515454054,366.2115375,0.0602666940888438,0.428,88.81,60.0,759.3188845661498,0.07974,3.3,17.58,0.026959,243.7,5558.0,0.9525,1.507,0.01,0.0866649999999999,4.45,4.1,1.50018,G3 V,234.294,4.23969,2,1,9.646,9.43326,Radial Velocity,1.9950640240900476e-70,0.6883344090345422,0.5513876195087893,0,14.2635,8358.887104,8358.887104,28.83169,0.39355,6642.613706,8.033,192.5772651,12.8596366,12.5817,8.081
Barnard b,Barnard's star,3.1542,0.0229,2.6341,0.299,2.258196721311476,0.03,88.81,6.76,438.0,0.07974,0.8323522552342846,17.58,0.026959,0.44,3757.0,0.185,0.3295000000000001,-0.56,-1.31741875,4.9,4.1,36.07604682842082,M3.5-4 V,1.82655,547.451,1,4,9.54,8.19511,Radial Velocity,0.00018898851889491525,0.1765658056538071,0.5291309880919917,0,14.2635,0.299,0.299,28.17607,0.39355,0.299,11.3815,269.4486144,10393.55083,-802.803,8.969
CD Cet b,CD Cet,2.2907,0.0185,2.6341,3.95,2.258196721311476,0.0,87.48,8.6,464.0,0.07974,0.0281267669596915,17.58,0.026959,6.51,3757.0,0.1760000000000001,0.3295000000000001,0.13,-1.31741875,4.93,3.0,42.357551020408174,M5.0 V,8.60715,116.154,1,1,13.95,12.1232,Radial Velocity,5.695490729105835e-05,0.169503174369339,0.0001110987668036885,0,14.2635,3.95,3.95,-12.69914,0.999332517767472,3.95,11.3815,48.3530155,1743.982574,1741.86,8.969
CD-35 2722 b,CD-35 2722,316717.7715261156,0.50775,9.049332515454054,366.2115375,9.850830967427775,0.0,88.81,60.0,1800.0,0.07974,3.3,17.58,0.026959,162.0371495961468,3757.0,0.9525,0.4,-0.16,0.0866649999999999,4.24,0.1,1.50018,M1 V,22.3896,44.6346,1,1,11.041,10.2176,Imaging,5.933489214756648e-195,0.169503174369339,0.0001110987668036885,0,14.2635,9375.938007,9375.938007,-59.23494,0.39355,9375.938007,6.933,92.3300147,56.3961472,-3.72339,6.636
