pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum,pl_rade_original,pl_bmasse_original,pl_orbper_original,pl_eqt_original,pl_dens_original,st_teff_original,st_rad_original,st_mass_original,st_lum_original,habitable
Kepler-395 c,-0.056438430567439,-0.1227152091663114,-0.005425185294596,-1.8826732887913733,-0.0198281281290884,-1.791999636035258,-0.3601165873682154,-1.405250655340368,0.0471078624014497,1.14,188.15536,34.9897847,292.0,1.325,3765.0,0.521,0.526,-0.08612,1
Kepler-395 c,-0.0545772456304401,-0.1227152091663114,-0.0054251854622744,-1.9798042869842147,-0.0198281281290884,-1.823531749952604,-0.4312360976164044,-1.7839755322326476,0.0471078624014497,1.25,188.15536,34.9894475,264.0,1.325,3735.0,0.4,0.413,-0.08612,1
Kepler-1410 b,-0.05187006754026,-0.1227152091663114,-0.0054123152715378,-1.9798042869842147,-0.0198281281290884,-1.4293803259857842,-0.3536511773456527,-1.2980011326806076,0.0471078624014497,1.41,188.15536,60.8713,264.0,1.325,4110.0,0.532,0.558,-0.08612,1
Kepler-1410 b,-0.0522084648015326,-0.1227152091663114,-0.005412317858619,-2.0491835714076725,-0.0198281281290884,-1.7468036060870626,-0.3595288228207097,-1.3616805367598406,0.0471078624014497,1.39,188.15536,60.8660974,244.0,1.325,3808.0,0.522,0.539,-0.08612,1
Kepler-1410 b,-0.0493320880807162,-0.1227152091663114,-0.005412317823512,-2.0249008218594624,-0.0198281281290884,-1.6469519120154683,-0.358941058273204,-1.3549774415936051,0.0471078624014497,1.56,188.15536,60.866168,251.0,1.325,3903.0,0.523,0.541,-0.08612,1
Kepler-1410 b,-0.0493320880807162,-0.1227152091663114,-0.005412317823512,-2.0249008218594624,-0.0198281281290884,-1.6469519120154683,-0.358941058273204,-1.3549774415936051,0.0471078624014497,1.56,188.15536,60.866168,251.0,1.325,3903.0,0.523,0.541,-0.08612,1
Kepler-1410 b,-0.0493320880807162,-0.1227152091663114,-0.005412317823512,-2.0249008218594624,-0.0198281281290884,-1.6469519120154683,-0.358941058273204,-1.3549774415936051,0.0471078624014497,1.56,188.15536,60.866168,251.0,1.325,3903.0,0.523,0.541,-0.08612,1
Kepler-62 f,-0.05187006754026,-0.2963069285879607,-0.0053096695698524,-2.1740662833698967,-0.0198281281290884,-0.572757897897897,-0.2901726062150377,-0.8555968517090963,-1.5871792223992356,1.41,35.0,267.291,208.0,1.325,4925.0,0.64,0.69,-0.678,1
Kepler-62 f,-0.0517008689096238,-0.1227152091663114,-0.0053096733983109,-2.1844731760334155,-0.0198281281290884,-0.7072949172785713,-0.2825316670974637,-1.0332288736143245,0.0471078624014497,1.42,188.15536,267.283301,205.0,1.325,4797.0,0.653,0.637,-0.08612,1
Kepler-62 f,-0.0517008689096238,-0.1227152091663114,-0.0053096733983109,-2.1844731760334155,-0.0198281281290884,-0.7072949172785713,-0.2825316670974637,-1.0332288736143245,0.0471078624014497,1.42,188.15536,267.283301,205.0,1.325,4797.0,0.653,0.637,-0.08612,1
