pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,st_spectype
,,5.213,,,,5008.0,-0.46654,,
2.29,,5.21378,,,,,,,
2.17,,18.0983,,,,,,,
2.21,,18.0971,,,,,,,
1.6,,34.885,,,,,,,
1.39,,15.2841,,,,,,,
1.26,,15.28078,,756.0,,6004.0,,-0.18,
1.12,,15.2841,,,,,,,
,,23.226,,,,6055.0,0.03848,,
2.32,,23.228555,,658.0,,6004.0,,-0.18,
,,23.24110566,,,,6055.0,0.03848,,
2.3,,23.226,,,,,,,
2.31,,23.2259,,,,,,,
2.24459533,,23.226001,,,,5928.0,,-0.21,
1.2,,0.578657,,,,5765.0,,-0.39,
2.3,,11.811437,,,,5765.0,,-0.39,
2.67,,11.81387,,,,,,,
,,13.60697954,,,,4581.0,-0.75057,,
2.586,,13.603,0.098,536.0,,4684.0,,-0.137,K3
,,13.603,,,,4581.0,-0.75057,,
2.69,,65.55,0.28,316.0,,4684.0,,-0.137,K3
0.99,,0.762406,,,,5620.0,,0.28,
1.48,,0.70531,,,,,,,
1.73,,0.705386,,,,,,,
1.6,,0.70531,,,,5499.0,,-0.23,
1.52,8.36,0.571292,0.0116,2333.0,13.1,5470.0,,-0.025,G5 V
1.8,,0.571336,,,,,,,
1.676,7.8,0.5713127,0.01314,2299.0,9.09,5578.0,,-0.005,
1.712,7.72,0.571,,,8.5,5496.0,,0.06,
1.82,,0.571331,0.0134,2119.0,,5617.0,,0.13,
1.725,8.21,0.571292,0.01326,2300.0,8.77,5532.0,,0.11,
1.66855539,,0.571299,,,,5590.0,,0.08,
1.6,,0.571212,,,,5613.0,,0.01,
1.816,,0.571285,,,,,,,
1.46,,0.571308,,,,5590.0,-0.11919,0.025,G5
1.87,8.03,0.571282,,2115.0,7.3,5496.0,,0.06,
1.82,9.0,0.571336,0.01312,2063.0,8.57,5496.0,,0.06,
2.53,,13.341245,,,,5590.0,-0.11919,0.025,G5
2.70490157,,13.339746,,,,5590.0,,0.08,
2.8,,13.338687,,,,,,,
2.84,7.32,13.33989,0.1073,804.0,1.72,5578.0,,-0.005,
2.77,5.7,13.3387,0.1071,722.0,1.3,5496.0,,0.06,
2.2,,13.334615,,,,5613.0,,0.01,
2.836,8.9,13.3397,0.1083,805.0,2.12,5532.0,,0.11,
2.5,5.8,13.3397,0.105,774.0,2.0,5470.0,,-0.025,G5 V
3.79,,13.33877,,,,,,,
2.73,,13.339079,0.1091,741.0,,5617.0,,0.13,
3.01,5.0,13.33918,,740.0,1.1,5496.0,,0.06,
1.1,,0.728113,,,,3782.0,,-0.18,
1.27,,0.72813,,932.0,,3506.0,-1.61153,,
2.332,10.4,16.141132,0.1237,804.0,4.49,5868.0,,-0.12,
2.05969274,,16.140442,,,,5870.0,,-0.15,
2.18,19.3,16.1388,,734.0,11.9,5839.0,,-0.11,
2.02,,16.13655,,739.0,,5886.0,0.02989,,
11.780659,953.49,6.180235,0.07229,1401.0,3.1,6202.0,0.52634,0.141,F5 V
,,6.1802679,,,,6202.0,0.52634,0.141,F5 V
13.70374653,,6.18026138745,,1406.03,,6513.0,,,
12.44199,4131.79,3650.0,4.5,183.0,,4898.0,,-0.23,
1.95,8.75,3.5951,0.047,1616.0,6.39,5430.0,,0.2,G8 IV/V
3.67,14.67,15.624,0.13,990.0,1.62,5430.0,,0.2,G8 IV/V
3.94,10.18,35.747,0.22,752.0,0.91,5430.0,,0.2,G8 IV/V
,5085.28,,800.0,2375.0,,2838.0,-0.69897,,M7.25
,6038.739733,,726.0,2559.0,,,,,
,,2.27476,0.01723,453.6,,,,,M5.0 V
,,1219.0,1.137,55.9,,,,,M5.0 V
,8263.538582,,350.0,1670.0,,,,,
,,5.4536,0.02971,322.3,,,,,M5.5 V
,,2.30538,0.02279,587.0,,3326.0,-1.97224,0.1,M4.0 V
,,8.0518,0.0525,387.0,,3326.0,-1.97224,0.1,M4.0 V
,,1.43263,0.01283,534.0,,,,,M5.0 V
2.06081,,5.7459945,,393.0,,3413.0,,,
2.025,11.7,5.746007,0.0385,456.0,,3348.0,-1.97102,0.04,M2.5 V
,,5.7459996,,,,3348.0,-1.97102,0.04,M2.5 V
1.9,4.0,5.7459982,0.0418,440.6,3.2,3395.0,-1.96019,-0.07,
,,5.745912,,,,3390.0,,,
,,10.3465,0.0457,230.9,,3024.0,-2.85201,-0.25,M5.5 V
,,21.202,0.0738,181.7,,3024.0,-2.85201,-0.25,M5.5 V
,,3.204,0.021,,,2953.0,-2.76955,-0.08,M5.5 V
,,6.689,0.035,,,2953.0,-2.76955,-0.08,M5.5 V
,,13.031,0.054,,,2953.0,-2.76955,-0.08,M5.5 V
1.19151465,1.83704819,1.62892911,0.0157,583.8,5.97,3229.0,-2.32148,-0.17,
1.16,1.62,1.62893,,409.0,6.0,3270.0,-2.35853,-0.12,M4.5 V
,,1.6289304,,,,3270.0,-2.35853,-0.12,M4.5 V
,1.58,,,,,,,,
1.21456642,,1.62893219977,,545.71,,3202.0,,,
1.43,1.63,1.6289287,0.01533,644.0,3.1,,,,
1.13,1.66,1.628931,0.0153,529.0,6.3,3270.0,-2.35853,,
,,8.929,0.0476,300.0,,3270.0,-2.35853,,
,,41.38,0.166,,,3287.0,-1.86908,,
,,41.375,0.1686,,,3357.57,,0.1596,
,,41.397,0.163506,,,3287.0,-1.86908,,
,,535.9,0.9302,,,3357.57,,0.1596,
,,532.58,0.912,,,3287.0,-1.86908,,
,,389.7,0.5714,,,3280.0,-2.47952,-0.12,M 4.5V
,,1.580404938,,,,3074.0,-2.43134,,
,,1.58040454,,,,3026.0,-2.484,,
2.61,,1.5804043,,,,,,,
,,1.58040417,,604.0,,3250.0,-2.31158,0.1,
2.733,8.41,1.580404531,0.01505,567.0,2.26,3101.0,-2.40894,0.24,
,,,,,,,,,
2.27,6.43,1.58040482,,,3.03,,,,
2.678,6.55,1.5803925,,555.0,1.87,3026.0,-2.484,,
,,,,,,3026.0,,0.0,
,,1.58040481,,,,3026.0,,0.0,
,,1.58040481,,,,3000.0,,,
,,1.580408346,,,,3074.0,-2.43134,,
2.847086,6.261251,1.58040456,0.01411,,1.49,3026.0,,0.39,
2.65,6.45,1.58040482,,,1.89,3170.0,,0.0,
,,1.580404571,,,,3026.0,-2.484,,
2.64,,1.5804049,,,,,,,
2.74,6.37,1.58040487,,547.0,1.68,2949.0,-2.55284,,
,,1.58040464894,,,,3074.0,-2.43134,,
2.742,8.17,1.58040433,0.0149,596.0,2.2,3250.0,-2.33724,0.29,M4 V
,,1.580404341,,,,,,,
1.18,1.32,0.5182416,0.00915,,,3458.0,,,
,,0.5182418,,,,3458.0,-1.70774,0.1,M3
1.193,1.32,0.5182331,,,4.2,3458.0,-1.70774,0.1,M3
1.34851206,,0.51824246094,,1019.33,,3325.0,,,
1.193,2.09,0.5182349,0.00916,1089.0,,3458.0,-1.70774,0.1,M3
,,0.5182464,,,,3458.0,-1.70774,0.1,M3
,,3.6511,0.026,,,3236.0,-2.4389,-0.04,M4.5 V
,,111.74,0.27,150.0,,3296.0,,0.02,M4.5 Ve
,30.63,35.589,0.1932,,,,-0.70553,,
2.61,22.7,35.61253,0.1915,422.0,7.0,4640.0,-0.6862,0.003,K4.5
3.12194,,35.6134391,,505.0,,4628.53,,,
,,11.4407,0.072,,,3607.0,-1.655,-0.34,M1
,,11.4432,0.0732,,,3742.67,,-0.3911,
,,11.4433,0.0717,550.0,,3567.0,-1.663,-0.32,M2 V
,,7600.0,5.4,,,3607.0,-1.655,-0.34,M1
,,5.2354,0.053,,,4347.0,-0.79588,,M0 V
,,8.63182,0.0607,,,,,,
,,25.63058,0.1254,,,,,,
,,603.95116,1.0304,,,,,,
,,2288.0,2.41,,,3370.0,-1.796,0.3,M3.5 V
,,2333.0,2.523,,,3411.78,,0.1834,
,301.93698665,2303.0,2.424,,,3370.0,,0.3,M2 V
,,17.38,0.103,,,3371.0,-1.88606,,M2 V
,,17.133,0.092,,,,,,
,,24.329,0.129,,,3371.0,-1.88606,,M2 V
,,106.3,0.309,,,,,,
,,2.38129,0.034,,,,,,
,4069.15709482,25533.11353,16.761,,,,,,
,,69.971,0.283,,,,,,
,,272.7,0.71,,,4159.0,-0.84527,0.6,M0 V
,,121.995,0.339,,,,,,
,,121.93268,0.384,,,,,,
,,471.0,0.97,,,3564.0,-1.55284,,M1/M2 V
,,526.115,0.898,,,,,,
,,579.47495,1.086,,,,,,
0.566,,1.7446999,0.02123,758.0,,3485.0,-1.61618,0.15,M2.5 V
0.57637819,,1.74470021864,,896.0,,3445.0,,,
,,14.238,0.0818,351.0,,3451.0,-1.77211,-0.03,M3.0 V
,,14.237,0.0808,336.0,,3342.0,-1.80967,0.07,
,,53.647,0.196,216.0,,3342.0,-1.80967,0.07,
,,15.819,0.101,,,3542.0,-1.58503,,M0.5 V
,,18.6498,0.091101,,,3382.0,-2.05552,0.09,M3.5
,,4.7234,0.036467,,,3382.0,-2.05552,0.09,M3.5
,,133.71,0.49,350.0,,5540.0,-0.18,0.1,G6 V
,,11.949,0.079,,,,,,
2.02068,,2.8531016,,610.0,,3703.0,,,
2.13,3.34,2.8531054,0.03165,693.0,1.89,3556.0,-1.34199,-0.06,M2 V
,,1.22003,0.0197,,,3717.0,-1.34679,-0.3,M0
,,5.974,0.057,,,3717.0,-1.34679,-0.3,M0
,,257.8,0.698,,,3717.0,-1.34679,-0.3,M0
,,695.36,1.18,,,3492.73,,0.3007,
,794.5,692.0,1.15,,,3510.0,,0.36,M2.5 V
,,695.69,1.138,,,3496.0,,-0.02,M3.5 V
,,695.66,1.151,,,,,,
,,692.9,0.95,,,,,-0.23,M3.5 V
,,10000.0,25.0,,,3510.0,,0.36,M2.5 V
,,6739.323,5.23,,,,,,
,,6500.0,5.04,,,3496.0,,-0.02,M3.5 V
,,5312.0,,,,,,,
,,7500.0,5.78,,,3492.73,,0.3007,
,,10.66669,0.091,,,,,,
,,3771.0,4.11,,,3897.0,-1.08,-0.06,M0.0
,,4100.0,4.5,,,3900.0,,0.0,M1
,,241.8,0.657,,,3897.0,-1.08,-0.06,M0.0
,,30.6,0.1434,,,3466.0,-1.658,0.02,M2.5
,,30.5987,0.14339,,,3466.0,-1.65758,0.02,M2.5
,,123.75,0.364,,,3466.0,-1.658,0.02,M2.5
,,122.6196,0.36175,,,3466.0,-1.65758,0.02,M2.5
,,48.1345,0.19394,,,3466.0,-1.65758,0.02,M2.5
,,13.2543,0.08208,,,3466.0,-1.65758,0.02,M2.5
,,5.3636,0.03282,,,3159.0,-2.56864,-0.27,M4
,,40.54,0.1264,,,3159.0,-2.56864,-0.27,M4
,,14.207,0.089,,,3526.0,-1.538,-0.09,M2.5
,,24.45,0.141,391.0,,4005.0,-1.10127,-0.03,M0.0 V
,,24.422,0.142,,,4014.0,-1.10127,-0.03,M0 V
0.88,4.0,7.57686,,,,3770.0,,-0.16,M1
0.867887,,7.5768334,,629.0,,3766.0,,,
,,3.336665,,,,3552.0,-1.446,,
,,3.336649,,,,3552.0,-1.446,,
4.83,13.9,3.33665,0.03557,,0.72,3600.0,,0.2,
4.57,13.9,3.3366496,0.0355,593.5,0.8,3600.0,,0.2,
4.13050781,,3.33665106329,,595.19,,3552.0,,,
4.32,14.1,3.336649,0.03596,,0.94,,,,
,,3.3366413,,,,3552.0,-1.446,,
3.88,13.73,3.3366487,0.031,604.0,1.18,3652.0,,0.18,
4.2,14.0,3.33714,0.0348,615.0,1.07,3600.0,-1.538,,M1.5
3.88,12.58,3.336649,,615.0,0.93,3652.0,-1.5376,0.2,M1.5
,,3.3366524,,,,3600.0,-1.538,,M1.5
1.21073388,,1.19799956042,,704.63,,3332.0,,,
1.264,1.86,1.1980035,0.01589,773.0,5.03,3347.0,-1.82391,0.11,
,,15.509,0.0876,329.1,,3347.0,-1.82391,0.11,
,,203.109,0.3376,,,3141.0,,-0.07,M5.5 V
,,203.59,0.338,,,3081.0,-2.8041,-0.07,M5.5 V
,,203.69,0.337,,,3081.0,-2.8041,-0.07,M5.5 V
,,2354.0,1.731,,,3141.0,,-0.07,M5.5 V
,,1599.6,1.292,,,3081.0,-2.8041,-0.07,M5.5 V
1.26995,,3.9306027,,561.0,,3505.0,,,
,,3.930623,,,,3505.0,-1.79833,-0.12,M2.5 V
,,,,,,,,,
1.217,1.84,3.93072,0.035,525.0,5.6,3505.0,-1.79833,-0.12,M2.5 V
1.2,,3.9306,0.036,518.0,,3505.0,,-0.12,M2.5 V
,,9.1247,0.061,401.2,,3505.0,-1.79833,-0.12,M2.5 V
,,55.661,0.204,219.6,,3505.0,-1.79833,-0.12,M2.5 V
,8.4,2.64561,0.0287,,,,-1.699,,M2.5
0.718,0.546,0.321962,0.0071,1745.0,8.106,3522.0,-1.54061,-0.01,M1.0 V
0.699,0.633,0.3219225,0.00709,1365.0,10.2,3522.0,-1.5391,-0.01,M1.0 V
2.66076,,0.3219233,,1296.0,,3518.0,,,
,,11.5301,,,,3522.0,-1.5391,-0.01,M1.0 V
,,34.369,,,,3522.0,-1.5391,-0.01,M1.0 V
,,3.0232,0.026,,,3324.0,-2.06198,0.0,M4.0 V
1.09,1.75,2.616235,0.0252,568.0,7.3,3384.0,-1.96257,-0.02,
1.15,1.21,2.6162745,0.02569,568.8,4.4,3369.0,-1.93742,0.0,M3.5 V
1.09728674,,2.61627687236,,533.23,,3352.0,,,
,,15.04,0.081,317.0,,3384.0,-1.96257,-0.02,
,,7.02679,0.05402,485.0,,3579.0,-1.57073,-0.09,M2.0 V
,,6.905,0.0608,590.0,,3867.0,-1.12,-0.04,M0
,,6.9442,0.0405,348.0,,3273.0,-2.39513,-0.12,M4.5 V
,,2.65033,0.03,,,3726.0,-1.358,-0.13,
,,2.64977,0.029,,,3722.0,-1.38722,-0.16,M1
,,13.727,0.09,,,3726.0,-1.358,-0.13,
,,13.74,0.089,,,3722.0,-1.38722,-0.16,M1
,,41.78,0.189,,,3726.0,-1.358,-0.13,
,,12.9382,0.07892,,,3719.95,,-0.3612,
,,12.9394,0.07879,,,3719.0,,-0.3621,
,,12.946,0.0789,370.1,,3601.0,-1.70997,-0.09,M1.5 V
,,12.9532,0.0785,349.83,,3563.0,-1.65758,-0.38,M1.9
,,51.625,0.2403,,,4205.93,,0.2434,
2.63,,50.8,0.2324,308.6,,4120.0,-0.92445,0.24,K7 V
,,744.7,1.424,,,4205.93,,0.2434,
8.4,,749.83,1.4,124.7,,4120.0,-0.92445,0.24,K7 V
,,20.129,0.111,,,,,,
,,26.161,0.119,,,3323.0,-1.95861,,M3.5 V
,,13.352,0.082,,,3387.0,-1.70553,0.12,M4.0
,,7.3697,0.06,,,3472.0,-1.69897,,M1.5 V
,,7.3705,0.062,,,,,,
,,7.3709,0.058,,,3600.0,-1.469,-0.22,M1.5
,,7.3709,0.06,,,3461.0,,-0.17,
,,5094.105,4.819,,,,,,
,,3400.0,3.6,,,3472.0,-1.69897,,M1.5 V
,,36.059,0.178,,,,,,
,,2.64389751,,,,3350.0,-1.585,-0.03,
,21.676006,,,,,,,-0.03,
,,2.644,0.028,,,3456.0,-1.63335,,
,,2.6441,0.0278,,,,,,M2.5 V
4.091285,23.424071,2.64389524,0.02887,669.0,2.01,3500.0,,-0.03,
,,2.64385,0.0285,,,3350.0,-1.62,-0.03,
,,2.643897528,,,,,,,
4.17,22.1,2.64388312,0.0291,,1.8,,,,
,,2.643892,0.02849,,,3586.11,,0.0991,
3.81211403,,2.64388561055,,594.05,,3456.0,,,
,25.4,2.64389803,,,,3479.0,,,
,,2.64389846,,,,3456.0,-1.63335,,
,,2.643943,0.0278,,,3456.0,-1.63335,,
,,2.643897621,,,,3350.0,-1.585,-0.03,
4.26,23.201,2.6,0.029,650.0,1.7,,,,M2.5 V
4.1,25.4,2.64389803,0.0308,,,3416.0,,0.02,
4.04,,2.6438904,,,,3500.0,,0.0,
3.96,,2.6438979,0.0287,,,3585.0,,,
,,2.6438986,,,,3500.0,,0.0,
4.2224,23.1688,2.64385,0.02872,649.0,1.69,3350.0,-1.585,-0.03,
,,2.643859,0.0278,,,3456.0,-1.63335,,
4.2,23.1,2.64386,0.02872,,,,,,
4.1910451,23.138024,2.64389788,0.03109,686.0,1.73,3350.0,,-0.15,
,1144.1822652,3448.0,3.53,,,3540.0,,,M3 V
,,3448.0,3.53,,,3540.0,,,M3 V
,1080.6165838,3448.0,3.53,,,3540.0,,,M3 V
,,3459.0,3.53,,,3563.0,,-0.16,M3.0 V
,,9.567,0.068,,,,,,M3.5 Ve
1.3241394,,1.46711903473,,639.36,,3297.0,,,
1.305,2.82,1.467119,0.01734,701.0,7.0,3340.0,-1.91721,0.07,M3.5 V
1.343,3.0,1.4671205,0.01713,706.0,6.79,3291.0,-1.9165,-0.15,M3.5 V
1.289,2.77,1.46712127,0.01714,696.3,6.66,3317.0,-1.93892,-0.15,
,1271.3,,43.5,510.0,,6234.0,0.332,0.28,G0 V
12.10569916,,,,512.0,,,,,
,,5300.0,4.85,,,3720.0,,-0.15,M1.0 V
,,140.43,0.422,202.0,,3728.0,-1.36653,-0.14,M0.5-1.0 V
,,8.7076,0.06661,,,3685.0,-1.377,-0.08,M1 V
,,8.708,0.067,,,3674.0,-1.37333,,
,,8.70874,0.0668,451.0,,3641.0,-1.35291,-0.08,
,,32.761,0.1617,290.5,,3641.0,-1.35291,-0.08,
,,5.3686,0.04061,,,3396.0,-1.88519,,
,20.5,5.3686,0.0399,,,3500.0,-1.90781,-0.08,M3.0 V
,,5.366,0.041,,,,-1.886,-0.25,M3 V
,,5.36879,0.04099,,,3490.39,,-0.0881,
,,5.368,0.041,,,3396.0,-1.88519,,
,,5.36874,0.04,,,,,,
,,5.36841,0.0406163,,,,-1.88606,,M3 V
,,12.919,0.074,,,3396.0,-1.88519,,
,,12.9144,0.07359,,,3490.39,,-0.0881,
,,12.914,0.0721,,,3396.0,-1.88519,,
,6.81,12.9211,0.0718,,,3500.0,-1.90781,-0.08,M3.0 V
,,12.9191,0.072993,,,,-1.88606,,M3 V
,,12.9292,0.07,,,,,,
,,3.153,0.029,,,3396.0,-1.88519,,
,,3.14942,0.03,,,,,,
,,3.149,0.02815,,,3396.0,-1.88519,,
,,3.14867,0.0284533,,,,-1.88606,,M3 V
,2.48,3.1481,0.02799,,,3500.0,-1.90781,-0.08,M3.0 V
,,14.628,0.078361,,,3499.0,-1.894,-0.38,M2
,,598.3,1.135,,,3700.0,,0.08,M1.5
,,600.1,1.112,,,3734.0,-1.361,-0.15,M1.0
,,604.8,1.1325,,,3807.22,,0.0444,
,,7.203,,,,,,,
,,7.20066,0.049,,,,,,
,,7.2004,0.0505,,,3350.0,-1.863,-0.55,M1.5 V
,,7.2,0.05,,,3650.0,,,
,,7.1999,0.050431,,,3650.0,,,
,,28.14,0.125,,,3350.0,-1.863,-0.55,M1.5 V
,,28.143,0.125,,,3650.0,,,
,,28.1,0.12501,,,3650.0,,,
,,28.155,0.123,,,,,,
,,62.24,0.213,,,3350.0,-1.863,-0.55,M1.5 V
,,39.026,0.156,,,3350.0,-1.863,-0.55,M1.5 V
,,256.2,0.549,,,3350.0,-1.863,-0.55,M1.5 V
,,4.6938,0.039,,,3600.0,-1.796,-0.28,M2.5
,,1056.80005,1.82,,,3734.0,,0.08,
,,1056.8,1.82,,,,,,M0 V
,1840.86213334,1051.44521,1.735,,,,,,
,,1050.3,1.8,,,,,0.23,M0 V
,2129.461,1051.1,1.812,,,,,,
,,7337.0,6.6,,,,,,
,4288.14086724,13921.42302,9.726,,,,,,
,,3.6,0.0413,,,,,0.23,M0 V
,,3.60076,0.039,,,,,,
,,3.6005,,,,,,,
,,35.37,0.187,,,,,0.23,M0 V
,,35.39,,,,,,,
,,35.47358,0.181,,,,,,
,7977.4930157,17281.66514,10.138,,,,,,
,,17.478,0.08,,,3028.0,-2.69897,,M3.5 V
,,57.32,0.176,,,3028.0,-2.69897,,M3.5 V
,,24.16,0.1344,,,3816.0,-1.253,-0.15,M0.5
,,38.142,0.163,,,,,,
,,38.14,0.17,,,3340.0,,0.15,
,,38.14,0.16353,,,3413.0,-1.672,,M3 V
,,38.152,0.1658,,,3561.3,,0.0631,
,,727.562,1.165,,,,,,
,,19.466,0.119,401.0,,3837.0,-1.217,-0.14,M0.5 V
,,5.101284,0.04685,611.0,,3799.0,-1.2909,-0.02,M1.0 V
,,2.37756,0.029,829.0,,3913.0,-1.206,0.08,M1.0 V
1.331,1.9,0.9263237,0.01406,940.0,4.4,3600.0,-1.58528,-0.28,M1.5 V
1.67823,,0.9263237,,1162.0,,3573.0,,,
,,6.64064,0.0523,490.0,,3600.0,-1.58528,-0.28,M1.5 V
,,3507.0,3.46,,,,,,
,314.65012293,3853.0,3.7,,,,,,M2/3 V
,330.22371487,3795.0,3.651,,,,,,
,254.2627256,3610.0,3.53,,,3472.0,,-0.3,M1 V
,,3416.0,3.4,,,3657.0,,-0.7,M1.5
,,3657.0,3.56,,,3472.0,-1.585,-0.3,
,,1882.0,2.35,,,3241.0,,0.24,
,,1924.0,2.39,,,3407.0,-1.58295,,
,,1940.0,2.409,,,3562.68,,0.396,
,,1845.0,2.32,,,,-1.553,,M3 V
,,1915.0,,,,,,0.22,M3.5
,,1890.0,2.35,,,,,0.16,M3.5 V
,,1925.31,2.32,,,3467.0,-1.59,0.09,M3.5
,,5990.0,4.95,,,3467.0,-1.59,0.09,M3.5
,,7068.0,,,,,,0.22,M3.5
,,5750.0,4.974,,,3562.68,,0.396,
,,15.76491,0.113,,,5151.0,,-0.268,
,,15.76491,0.11,,,5182.0,,-0.22,
,,15.764,0.114,,,,,,
,,61.082,0.214,,,3271.0,-1.89295,,
,1144.1822652,61.4,,,,,,,
,,61.02,0.208,,,3271.0,-1.89295,,
,839.04,61.065,0.211,,,,-1.886,0.05,M4 V
,,61.03474,0.2177,,,3293.74,,0.2129,
,845.3,61.087,0.218585,,,,,,
,804.076,60.83,0.20774,,,3271.0,-1.89295,,
,723.2235,61.1166,0.208317,,,,-1.90658,,
,,60.85,0.21,,,3271.0,-1.89295,,
,,30.22902,0.1363,,,3293.74,,0.2129,
,,30.126,0.134,,,3271.0,-1.89295,,
,226.9846,30.0881,0.12959,,,,-1.90658,,
,273.32,30.259,0.132,,,,-1.886,0.05,M4 V
,266.2,30.0784,0.135989,,,,,,
,251.075,30.455,0.13065,,,3271.0,-1.89295,,
,,30.12,0.13,,,3271.0,-1.89295,,
,7.53,1.93774,0.0208067,,,3271.0,-1.89295,,
,,1.938,0.021,,,3271.0,-1.89295,,
,,1.93785,0.021,,,,-1.886,0.05,M4 V
,6.83,1.93778,0.02080665,,,,-1.90658,,
,7.49,1.937848,0.02183911,,,,,,
,,1.937916,0.02183,,,3293.74,,0.2129,
,,1.93778,,,,3271.0,-1.89295,,
,14.6,124.26,0.3343,,,,-1.90658,,
,,124.4,0.345,,,3271.0,-1.89295,,
,16.58,124.5,0.3514,,,,,,
,,9.262,0.068,468.0,,3688.0,-1.43415,-0.06,M1 V
,,21.789,0.12,352.0,,3688.0,-1.43415,-0.06,M1 V
,718.29219982,284.39,0.63965,,,,,,M3.5 V
,3496.112477,,12000.0,,,,,-0.63,K7
,,767.887,0.87,,,,,,M4.5 V
,,771.36,0.88,,,3154.0,-2.59517,-0.13,M5.0 V
,,13.4586,0.0943,,,,,,
,,73.94,0.291,,,3785.0,-1.05159,0.14,M2
,,18.27,0.1139,453.04,,3836.0,-1.2,0.05,M0.5
,2988.54051102,19240.75467,12.319,,,,,,
,,2965.0,2.921,,,3528.0,,-0.2,M3.0 V
1.58,3.69,1.208966,0.0206,1114.0,5.11,4219.0,,-0.29,K6 V
1.44,4.28,1.208974,0.0189,1035.01,7.858,4236.0,,-0.29,K7 V
1.577,5.14,1.2089819,0.0188,1175.0,7.19,4305.0,,-0.26,
1.75,,1.208957,0.02,1043.5,,4255.0,,-0.28,K6 V
1.68645,,1.2089755,,1183.0,,4199.0,,,
1.529,4.87,1.2089765,,1055.0,7.47,4294.0,,-0.26,
,,1.2089749,,,,4255.0,,-0.28,K6 V
1.577,4.91,1.2089819,0.0188,,6.93,4340.0,,-0.26,
1.62,3.42,1.2089802,0.01888,1172.0,4.5,4269.0,,-0.5,K5 V
1.571,4.89,1.209,,,6.9,4255.0,,-0.28,
1.269,2.42,3.648083,0.03942,811.0,6.4,4269.0,,-0.5,K5 V
1.13,1.86,3.648103,0.0395,715.94,7.142,4236.0,,-0.29,K7 V
1.24,1.45,3.64823,0.0429,771.0,4.13,4219.0,,-0.29,K6 V
1.241,0.84,3.6480957,0.03925,,2.42,4340.0,,-0.26,
1.36,,3.64802,0.042,721.9,,4255.0,,-0.28,K6 V
1.241,1.3,3.648096,0.03925,813.0,3.7,4305.0,,-0.26,
1.201,1.92,3.648095,,730.0,6.1,4294.0,,-0.26,
,,3.6481145,,,,4255.0,,-0.28,K6 V
1.955,3.42,6.20183,,612.0,2.51,4294.0,,-0.26,
2.07,5.2,6.201467,0.05615,680.0,3.23,4269.0,,-0.5,K5 V
2.04,2.35,6.20142,0.0611,646.0,1.51,4219.0,,-0.29,K6 V
2.022,3.53,6.20147,0.0559,681.0,2.34,4305.0,,-0.26,
2.022,4.04,6.2014698,0.05591,,2.69,4340.0,,-0.26,
2.1,,6.20141,0.06,604.9,,4255.0,,-0.28,K6 V
1.98,3.02,6.20183,0.053,675.0,,4236.0,-1.00436,-0.29,K7 V
1.89,3.02,6.201812,0.0563,599.68,2.454,4236.0,,-0.29,K7 V
,,,,,,,,,
16.47720163,6261.2196179,1.744579,0.0338,2300.0,8.222423,7000.0,0.72673,0.35,F2
15.38981949,,1.74428305047,,2383.76,,8039.0,,,
33.6,6356.0,,100.0,2650.0,,,,,K7e V
51.5614,9852.73,,,2400.0,,4360.0,,,
20.1762,4767.45,,,2200.0,,4432.0,-0.54576,,
,4258.7,,300.0,,,,,,M1
,5000.0,,320.0,2300.0,,4200.0,-0.42,,K7
,5300.0,,320.0,2300.0,,4200.0,-0.42,,
14.179,3591.3,,2000.0,1050.0,,,,0.1,M3
13.77583728,533.95172376,3.052524,0.04047,,,5470.0,,,
12.65581119,,3.05226855124,,1159.07,,5370.0,,,
14.72447081,,3.6915589899,,1213.23,,5720.0,,,
14.81827249,259.66580852,3.6915224,0.0467,,,5720.0,,,
,3750.3752026,571.3,,,,4034.0,-0.99957,0.05,
,6633.07885409,358.62,,,,3447.0,-1.82594,-0.18,
,261.25495055,,1.68,,,,,,
,187.83658854,,1.4,,,,,,
,1081.57006902,,1.4,,,,,,
,1797.9552984,,1.96,,,,,,
,412.54127229,,1.69,,,,,,
,48.62774627,,1.61,,,,,,
,79.45710175,,2.04,,,,,,
,,3.822,0.039435,830.0,,3879.0,-1.22185,0.06,M1
,,6.02,0.0531,,,3842.0,-1.239,0.05,
,,13.8508,0.0905,,,3805.0,-1.30645,0.13,M1.5 V
,,15.5314,0.0917,,,3654.0,-1.52288,-0.22,M1.0 V
,,15.53,0.091,,,3656.0,-1.53,-0.23,
,,15.53209,0.091,379.0,,3663.0,-1.55284,-0.3,M1
,,11.2201,0.068,,,3433.0,-1.809,-0.19,M3
0.97057627,,12.76147058433,,299.51,,3376.0,,,
0.958,3.87,12.761408,0.0668,314.6,,3296.0,-2.13787,-0.32,M3.0 V
0.9,10.0,12.76142,0.067,315.0,17.7,3253.0,-2.13077,-0.29,M4 V
,,4.4652992,,,,5975.0,0.17026,0.13,
13.731,166.536,4.4652934,,,0.345,,,,G0 V
,,4.4652934,0.0551,,,6067.0,0.18,,G0 V
15.24424,168.4499,4.46529,0.0551,,,5975.0,0.18,0.13,
,,,,1322.0,,6051.18,0.22463,0.1578,
13.921578,166.86075,4.46529976,0.0553,,0.339,5980.0,,0.13,
